Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	lecleclaud002237	"lawyer,poet,author"			12	0	12	Claude Germain Le Clerc de Montmerci	"Le Clerc de Montmerci, Claude Germain"	Yes							Letters_Literary		Legal								Male	French	1716-00-00	1716			Auxerre	France		unknown
"EE, CNRS-D"	barbolouis000187	"diplomat,author,patron"	diplomat		3	4	7	"Louis Jules Barbon Mancini-Mazarini, duc de Nivernais"	"Barbon Mancini-Mazarini, Louis Jules, duc de Nivernais"	Yes	duc		http://en.wikipedia.org/wiki/Louis_Jules_Mancini_Mazarini	9979313	http://viaf.org/viaf/9979313/	http://upload.wikimedia.org/wikipedia/commons/b/b5/Portrait_de_Louis-Jules_Mancini-Mazarini%2C_duc_de_Nivernais_%281716-1798%29.jpg	Letters_Literary	"Aristocracy, Elite, Government, Military"			"French Academy, Academy of Inscriptions"	Yes				"Lespinasse, Quinault"	Male	French	12/16/1716	1716	2/25/1798	1798	Paris	France	Paris	France
"EE, CNRS-D"	falcoetien001514	"artist,sculptor"			2	5	7	Étienne Maurice Falconet	"Falconet, Étienne Maurice"				http://en.wikipedia.org/wiki/Étienne_Maurice_Falconet	17248017	http://viaf.org/17248017		Letters_Literary	Elite	Artist		"Académie des beaux-arts, Académie royale de peinture et de sculpture"	Yes				"Encyclopedistes, Geoffrin"	Male	French	12/1/1716	1716	1/24/1791	1791	Paris	France	Paris	France
EE	brancmarie024187	aristocrat			5	0	5	"Marie Thérèse de Brancas, comtesse de Rochefort"	"Brancas, Marie Thérèse de, comtesse de Rochefort"	Yes	comtesse			98154877	http://viaf.org/98154877			"Aristocracy, Elite"								"Entresol, Brancas, Deffand_SaintJoseph"	Female	French	1716-00-00	1716	1782-00-00	1782		France		unknown
EE	chauvhenri000623	lawyer			2	2	4	Henri Philippe Chauvelin	"Chauvelin, Henri Philippe"					27976745	http://viaf.org/27976745		Letters_Religious	Government	Legal	Catholic_Jansenist							Male	French	1716-00-00	1716	1770-00-00	1770		France		unknown
EE	vollalouis004532	unknown			4	0	4	Louise Henriette Volland	"Volland, Louise Henriette"					44945121	http://viaf.org/44945121		Sciences										Female	French	11/27/1716	1716	2/22/1784	1784		France		unknown
EE	cordoantoi023356	priest			1	1	2	Antoine Cordonnier de L'Étang	"Cordonnier de L'Étang, Antoine"	Yes										Catholic_Clergy							Male	French	1716-00-00	1716	5/27/1792	1792		France		unknown
EE	marqujeanb002072	aristocrat			2	0	2	"Jean Baptiste d'Albertas, marquis d'Albertas"	"Albertas, Jean Baptiste d', marquis d'Albertas"	Yes	marquis							"Aristocracy, Elite, Government"									Male	French	1716-00-00	1716	7/14/1790	1790		France	Aix-en-Provence	France
EE	rouilhilai003037	"general,army officer,soldier,aristocrat"		high-ranking_general	1	1	2	"Hilaire Rouillé, marquis Du Coudray"	"Rouillé, Hilaire, marquis Du Coudray"	Yes	marquis							"Military, Elite, Aristocracy"									Male	French	11/19/1716	1716				France		unknown
EE	vienjosep0023048	"academy member,painter,artist"			1	1	2	Joseph Marie Vien	"Vien, Joseph Marie"				http://en.wikipedia.org/wiki/Joseph-Marie_Vien	36948789	http://viaf.org/36948789	http://upload.wikimedia.org/wikipedia/commons/3/37/JMVien.jpg		"Court, Elite"	Artist		"Villa Médicis, Académie royale de peinture et sculpture"	Yes	Yes			Geoffrin	Male	French	6/18/1716	1716	3/27/1809	1809	Montpellier	France	Paris	France
EE	turpilance023071	"general,army officer,soldier,academy member,author,military writer"		high-ranking_general	1	0	1	"Lancelot Turpin de Crissé, comte Turpin de Crissé"	"Turpin de Crissé, Lancelot, comte Turpin de Crissé"	Yes	comte		http://fr.wikipedia.org/wiki/Lancelot_Turpin_de_Criss%C3%A9	41849779	http://viaf.org/41849779	http://upload.wikimedia.org/wikipedia/commons/f/f6/Turpin_de_criss%C3%A9.gif	Letters_Literary	"Military, Aristocracy"			academy?			Yes			Male	French	1716-00-00	1716	1795-00-00	1795	Crissy-sur-Manse	France	Vienna	Austria
EE	barthjeanj024178	"author,archaeologist"			0	1	1	Jean Jacques Barthélemy	"Barthélemy, Jean Jacques"				http://en.wikipedia.org/wiki/Jean-Jacques_Barthélemy	19710661	http://viaf.org/19710661		"Letters_Literary, Letters_Antiquarian"		Cultural		"French Academy, Academy of Inscriptions"	Yes				Geoffrin	Male	French	1716-00-00	1716	1795-00-00	1795		unknown		unknown
EE	chamblouis023790	"printer,bookseller"			0	1	1	Louis Chambeau	"Chambeau, Louis"					68988354	http://viaf.org/68988354				Publishing								Male	French	1716-00-00	1716	1780-00-00	1780		France		unknown
EE	dinoujosep024180	journalist			0	1	1	Joseph Antoine Toussaint Dinouart	"Dinouart, Joseph Antoine Toussaint"				http://en.wikipedia.org/wiki/Joseph_Dinouart	56619579	http://viaf.org/56619579		"Letters_Literary, Letters_Religious"		"Cultural, Education"	Catholic_Clergy							Male	French	11/1/1716	1716	4/23/1786	1786	Amiens	France	Paris	unknown
EE	gandlfranc024319	"army officer,diplomat,soldier,playwright"	diplomat	officer	0	1	1	François Marie Gand Lebland Du Rollet	"Gand Lebland Du Rollet, François Marie"					59092911	http://viaf.org/59092911		Letters_Literary	"Military, Government"	Cultural								Male	French	1716-00-00	1716	1786-00-00	1786		France		unknown
EE	leclecharl002292	librettist			0	1	1	Charles Antoine Leclerc de La Bruyère	"Leclerc de La Bruyère, Charles Antoine"	Yes				79845492	http://viaf.org/79845492		Letters_Literary		"Artist, Cultural"								Male	French	1716-00-00	1716	1754-00-00	1754		unknown		unknown
EE	saillcharl003077	printer			0	1	1	Charles Saillant	"Saillant, Charles"					76388797	http://viaf.org/76388797				Publishing								Male	French	1716-00-00	1716	1786-00-00	1786		France		unknown
CNRS-D					0	0	0	Jean-Henri Dotteville	"Dotteville, Jean-Henri"					29644384	http://viaf.org/29644384												Male	French	1716-00-00	1716	1807-00-00	1807	Palaiseau	 France	Versailles	 France
CNRS-D					0	0	0	Pierre-Joseph Roussier	"Roussier, Pierre-Joseph"					54496773	http://viaf.org/54496773												Male	French	1716-00-00	1716	1792-00-00	1792	Marseille	 France	Ecouis	 France
"EE, CNRS-D"	leronjean0002275	"academy member,philosopher,mathematician"			367	247	614	Jean Le Rond d'Alembert	"Le Rond d'Alembert, Jean"	Yes			http://en.wikipedia.org/wiki/Jean_le_Rond_d'Alembert	46756283	http://viaf.org/46756283	upload.wikimedia.org/wikipedia/commons/thumb/d/df/Alembert.jpg/200px-Alembert.jpg	"Letters_Philosophical, Sciences_Mathematical"		Cultural		"Prussian Academy of Sciences, American Academy of Arts and Sciences, Royal Society, French Academy, St-Petersburg Academy of Sciences, Académie des sciences"	Yes				"Encyclopedistes, Graffigny, Deffand_SaintJoseph, Arnould, Epinay, Lespinasse, Quinault, Necker_Clery, Graffigny_dEnfer?"	Male	French	11/17/1717	1717	10/28/1783	1783	Paris	France	Paris	France
EE	bourblouis022970	"general,army officer,soldier,prince,patron"		high-ranking_general	6	20	26	"Louis François de Bourbon, prince de Conti"	"Bourbon, Louis François de, prince de Conti"	Yes	prince		"http://en.wikipedia.org/wiki/Louis_François,_Prince_of_Conti"	12404213	http://viaf.org/12404213			"Military, Elite, Aristocracy"								Deffand_SaintJoseph	Male	French	8/13/1717	1717	8/2/1776	1776	Paris	France	Paris	France
EE	marchmathi002478	"general,army officer,soldier"		high-ranking_general	14	1	15	Mathieu Henry Marchant de La Houlière	"Marchant de La Houlière, Mathieu Henry"	Yes								"Military, Elite"									Male	French	3/6/1717	1717	6/22/1793	1793		France		unknown
"EE, CNRS-D"	gravicharl001799	"diplomat,statesman"	minister		8	5	13	"Charles Gravier, comte de Vergennes"	"Gravier, Charles, comte de Vergennes"	Yes	comte		"http://en.wikipedia.org/wiki/Charles_Gravier,_comte_de_Vergennes"	3791802	http://viaf.org/3791802	upload.wikimedia.org/wikipedia/commons/3/34/Charles_Gravier%2C_Comte_de_Vergennes.jpg		"Elite, Government, Aristocracy"			"Académie d'agriculture de France, Academy of Dijon"	Yes					Male	French	1717-00-00	1717	2/13/1787	1787	Dijon	France	Versailles	France
EE	gaultlouis001702	priest			5	5	10	Louis Laurent Gaultier	"Gaultier, Louis Laurent"					83635266	http://viaf.org/83635266					Catholic_Jesuit							Male	French	3/13/1717	1717	9/2/1792	1792	Bazouges-la-Pérouse	France	Paris	France
EE	champetien000943	civil servant			6	1	7	Étienne de Champflour	"Champflour, Étienne de"	Yes								Government									Male	French	1717-00-00	1717				France		unknown
EE	dureyjosep001447	"aristocrat,author"			2	2	4	Joseph Marie Durey de Morsan	"Durey de Morsan, Joseph Marie"	Yes				122037095	http://viaf.org/122037095		Letters_Literary	Aristocracy									Male	French	1717-00-00	1717	1795-00-00	1795		France		unknown
EE	irailsimon002047	"clergyman,author"			3	0	3	Simon Augustin Irailh	"Irailh, Simon Augustin"					41974308	http://viaf.org/41974308		Letters_Literary			Catholic_Clergy							Male	French	6/16/1717	1717	1794-00-00	1794	Le Puy-en-Velay	France	Saint-Vincent-du-Pendit	France
EE	beauznicol000232	"academy member,translator,grammarian"			1	0	1	Nicolas Beauzée	"Beauzée, Nicolas"				http://en.wikipedia.org/wiki/Nicolas_Beauzée	54157180	http://viaf.org/54157180		Letters_Literary		Education		French Academy	Yes		Yes		Encyclopedistes	Male	French	5/9/1717	1717	1/23/1789	1789	Verdun	France	Paris	France
EE	clemeaugus024209	clergyman			1	0	1	Augustin Jean Charles Clément	"Clément, Augustin Jean Charles"					104717840	http://viaf.org/104717840					Catholic_Jansenist							Male	French	1717-00-00	1717	1804-00-00	1804		unknown		unknown
EE	ducimfranc023762	tax official			1	0	1	François Ducimetière	"Ducimetière, François"									Government									Male	French	6/8/1717	1717	1782-00-00	1782	Scientrier	France		unknown
EE	mopinantoi023269	"army officer,soldier,author"		officer	1	0	1	Antoine Rigobert Mopinot de La Chapotte	"Mopinot de La Chapotte, Antoine Rigobert"	Yes							Letters_Literary	Military									Male	French	7/24/1717	1717	1793-00-00	1793	Reims	France		unknown
EE	beauvcharl023773	aristocrat			0	1	1	"Charlotte de Beauvau-Craon, marquise de Bassompierre"	"Beauvau-Craon, Charlotte de, marquise de Bassompierre"	Yes	marquise							"Aristocracy, Elite"								Graffigny_dEnfer?	Female	French	1717-00-00	1717	1787-00-00	1787		France		unknown
EE	blanqfranc000321	unknown			0	1	1	François Blanquet de Rouville	"Blanquet de Rouville, François"	Yes																	Male	French	10/13/1717	1717			Marjevols	France		unknown
EE	bretantoi0024214	"author,playwright"			0	0	0	Antoine Bret	"Bret, Antoine"					29336	http://viaf.org/29336		Letters_Literary		Cultural							Graffigny_dEnfer	Male	French	7/9/1717	1717	2/25/1792	1792	Dijon	France	Paris	France
EE	rohanarman001180	"academy member,churchman"			0	1	1	"Armand de Rohan, cardinal de Soubise"	"Rohan, Armand de, cardinal de Soubise"	Yes		cardinal	http://en.wikipedia.org/wiki/Cardinal_de_Soubise	27055818	http://viaf.org/27055818	upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Fran%C3%A7ois-Armand_de_Rohan%2C_cardinal_de_Soubise.jpg/200px-Fran%C3%A7ois-Armand_de_Rohan%2C_cardinal_de_Soubise.jpg		"Elite, Aristocracy"		Catholic_High-ranking officials	French Academy	Yes		Yes			Male	French	12/1/1717	1717	6/28/1756	1756	Paris	France		unknown
EE	laliahenri023413	"tradesman,apothecary,pharmacist,druggist"			25	20	45	Henri Laliaud	"Laliaud, Henri"										"Trade-merchant, Medical"								Male	French	3/28/1718	1718	2/4/1780	1780		France		unknown
"EE, CNRS-D"	baculfranc000871	"author,playwright,novelist"			38	5	43	François Thomas Marie de Baculard d'Arnaud	"Baculard d'Arnaud, François Thomas Marie de"	Yes			http://en.wikipedia.org/wiki/François-Thomas-Marie_de_Baculard_d'Arnaud	95165197	http://viaf.org/95165197		Letters_Literary	Aristocracy	Cultural		Prussian Academy of Sciences			Yes			Male	French	9/15/1718	1718	9/9/1805	1805	Paris	France	Paris	France
EE	jolydjeanf002100	government minister	minister		18	8	26	Jean François Joly de Fleury	"Joly de Fleury, Jean François"	Yes				206158202	http://viaf.org/206158202			"Elite, Government"									Male	French	6/7/1718	1718	12/12/1802	1802	Paris	France	Paris	France
EE	aglanclaud023134	"army officer,soldier"		officer	13	4	17	Claude Aglancier de Saint-Germain	"Aglancier de Saint-Germain, Claude"	Yes								Military									Male	French	6/3/1718	1718	10/12/1788	1788	Grenoble	France		unknown
"EE, CNRS-D"	watelclaud003519	"academy member,poet,author,art critic"			6	7	13	Claude Henri Watelet	"Watelet, Claude Henri"				http://en.wikipedia.org/wiki/Claude-Henri_Watelet	66565253	http://viaf.org/66565253	upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Jean-Baptiste_Greuze_-_Claude_Watelet_%281765%29.jpg/300px-Jean-Baptiste_Greuze_-_Claude_Watelet_%281765%29.jpg	Letters_Literary	"Elite, Government"	"Cultural, Gardening-farming"		"French Academy, Académie royale de peinture et de sculpture, Villa Médicis"	Yes				"Geoffrin, Encyclopedistes, Necker_Clery?"	Male	French	8/28/1718	1718	1/12/1786	1786	Paris	France	Paris	France
"EE, CNRS-D"	groslpierr001840	"author,travel writer"			5	0	5	Pierre Jean Grosley	"Grosley, Pierre Jean"				http://en.wikipedia.org/wiki/Pierre-Jean_Grosley	40093	http://viaf.org/40093	upload.wikimedia.org/wikipedia/commons/1/10/Pierre-Jean_Grosley.jpg	Letters_Literary	"Military, Government"	"Legal, Cultural"		Academy of Inscriptions	Yes		Yes		Encyclopedistes	Male	French	1718-00-00	1718	1785-00-00	1785		France		unknown
EE	bourgpierr000390	government minister	minister		1	2	3	Pierre Étienne Bourgeois de Boynes	"Bourgeois de Boynes, Pierre Étienne"	Yes			http://en.wikipedia.org/wiki/Pierre_Étienne_Bourgeois_de_Boynes	27308008	http://viaf.org/27308008			"Aristocracy, Elite, Government"	Legal								Male	French	11/29/1718	1718	9/19/1783	1783	Paris	France	Château de Mousseaux	France
EE	rabaupaul0002913	"clergyman,Huguenot pastor,reformer"			2	1	3	Paul Rabaut	"Rabaut, Paul"				http://en.wikipedia.org/wiki/Paul_Rabaut	44396661	http://viaf.org/44396661	upload.wikimedia.org/wikipedia/commons/thumb/7/7b/PaulRabaut.jpg/220px-PaulRabaut.jpg	Political economy			Protestant_Non-Anglican_Calvinist							Male	French	1718-00-00	1718	1794-00-00	1794		France		unknown
EE	taboulouis003274	government minister	minister		1	1	2	Louis Gabriel Taboureau Des Réaux	"Taboureau Des Réaux, Louis Gabriel"					49032942	http://viaf.org/49032942			"Government, Elite"									Male	French	10/20/1718	1718	5/31/1782	1782	Paris	France	Paris	France
EE	berthclaud000274	engineer			1	0	1	Claude François Berthelot	"Berthelot, Claude François"					17378049	http://viaf.org/17378049		Sciences_Mathematical		Other								Male	French	1718-00-00	1718	1800-00-00	1800		unknown		unknown
EE	darquantoi000855	"scientist,astronomer"			1	0	1	Antoine Darquier de Pellepoix	"Darquier de Pellepoix, Antoine"	Yes			http://en.wikipedia.org/wiki/Antoine_Darquier_de_Pellepoix	41878628	http://viaf.org/41878628	upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Antoine_Darquier_de_Pellepoix.jpg/220px-Antoine_Darquier_de_Pellepoix.jpg	"Sciences_Mathematical, Sciences"						Yes	Yes			Male	French	1718-00-00	1718	1802-00-00	1802		unknown		unknown
EE	gerdihyaci023820	"scholar,churchman"			1	0	1	Cardinal Hyacinthe Sigismond Gerdil	"Gerdil, Cardinal Hyacinthe Sigismond"				http://en.wikipedia.org/wiki/Hyacinthe_Sigismond_Gerdil	51732391	http://viaf.org/51732391	upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Hyacinthe-Sigismond_Gerdil.jpg/200px-Hyacinthe-Sigismond_Gerdil.jpg	"Letters_Antiquarian, Letters_Philosophical, Letters_Literary, Sciences"	Elite		Catholic_High-ranking officials							Male	French	6/20/1718	1718	8/12/1802	1802	Samoëns	France	Rome	Italy
EE	menonlouis002531	academy member's wife			1	0	1	Louise Menon	"Menon, Louise"																		Female	French	9/19/1718	1718	4/17/1784	1784		unknown		unknown
EE	mondicharl024202	"lawyer,poet,author"			1	0	1	Charles Pierre de Mondion de Montmirel	"Mondion de Montmirel, Charles Pierre de"	Yes							Letters_Literary		Legal								Male	French	1718-00-00	1718				France		unknown
EE	vignecharl003449	judge	judge		1	0	1	Charles François Vigneron	"Vigneron, Charles François"									Government	Legal								Male	French	1718-00-00	1718	1780-00-00	1780		France		unknown
EE	beuzetheod000889	aristocrat			0	2	2	"Théodora Elisabeth Catherine de Besenval, marquise de Broglie"	"Besenval, Théodora Elisabeth Catherine de, marquise de Broglie"	Yes	marquise							"Aristocracy, Elite"								Deffand_SaintJoseph	Female	French	1718-00-00	1718	1777-00-00	1777		France		unknown
EE	croy000000024378	"general,army officer,soldier,aristocrat"		high-ranking_general	0	1	1	"Emmanuel de Croÿ, duc de Croÿ"	"Croÿ, Emmanuel de, duc de Croÿ"	Yes	duc			64087946	http://viaf.org/64087946			"Military, Elite, Aristocracy"									Male	French	1718-00-00	1718	1784-00-00	1784		France		unknown
EE	lefevlouis024182	"academy member,magistrate"	magistrate		0	1	1	Louis François de Paule Le Fèvre d'Ormesson de Noiseau	"Le Fèvre d'Ormesson de Noiseau, Louis François de Paule"	Yes			http://fr.wikipedia.org/wiki/Louis_Le_F%C3%A8vre_d%E2%80%99Ormesson_de_Noyseau	14648472	http://viaf.org/14648472	http://upload.wikimedia.org/wikipedia/commons/9/94/Le_F%C3%A8vre_d%E2%80%99Ormesson_de_Noyseau.jpg		Government	Legal		Academy of Inscriptions	Yes		Yes			Male	French	7/27/1718	1718	1/26/1789	1789		unknown		unknown
EE	choisetien000961	"general,army officer,diplomat,statesman,soldier,aristocrat"	minister	high-ranking_general	56	63	119	"Étienne François de Choiseul-Stainville, duc de Choiseul"	"Choiseul-Stainville, Étienne François de, duc de Choiseul"	Yes	duc		"http://en.wikipedia.org/wiki/%C3%89tienne_Fran%C3%A7ois,_duc_de_Choiseul"	22140047	http://viaf.org/viaf/22140047/	http://upload.wikimedia.org/wikipedia/commons/a/a3/%C3%89tienne-Fran%C3%A7ois_de_Choiseul.jpg	Political economy	"Government, Military, Elite, Aristocracy"			Academy of Stanislas			Yes		"Geoffrin, Deffand_SaintJoseph?"	Male	French	6/28/1719	1719	5/8/1785	1785	Nancy	France	Paris	France
EE	joumafranc002119	"army officer,soldier,aristocrat"		officer	71	8	79	"François Achard Joumard Tison, marquis d'Argence"	"Joumard Tison, François Achard, marquis d'Argence"	Yes	marquis							"Military, Elite, Aristocracy"									Male	French	1719-00-00	1719	1793-00-00	1793		France		unknown
EE	dureyoctav004638	"author,translator"			26	11	37	Octavie Durey de Mesnières	"Durey de Mesnières, Octavie"	Yes							"Letters_Literary, Political economy"										Female	French	1719-00-00	1719	1804-00-00	1804		France		unknown
EE	biordjeanp000305	churchman			16	7	23	"Jean Pierre Biord, évêque de Genève-Annecy"	"Biord, Jean Pierre, évêque de Genève-Annecy"	Yes		évêque						Elite		Catholic_High-ranking officials							Male	French	10/19/1719	1719	3/7/1785	1785		France		unknown
EE	freroeliec001610	"journalist,literary critic"			2	12	14	Élie Catherine Fréron	"Fréron, Élie Catherine"				http://en.wikipedia.org/wiki/Élie_Catherine_Fréron	56609978	http://viaf.org/56609978		Letters_Literary		"Cultural, Education"							Graffigny_dEnfer	Male	French	1719-00-00	1719	1776-00-00	1776	Quimper	France	Paris	France
